net,length_um
_00510_,6.025µm
_00573_,6.025µm
_00668_,6.025µm
_00682_,6.025µm
_00801_,6.025µm
_01053_,6.025µm
_01073_,6.025µm
_01220_,6.025µm
_01428_,6.025µm
_01564_,6.025µm
_01567_,6.025µm
_01713_,6.025µm
_01779_,6.025µm
_01808_,6.025µm
_02067_,6.025µm
_02263_,6.025µm
_02430_,6.025µm
_02432_,6.025µm
_02626_,6.025µm
_02817_,6.025µm
_02842_,6.025µm
_03005_,6.025µm
_03819_,6.025µm
_03884_,6.025µm
_03923_,6.025µm
_03937_,6.025µm
_04878_,6.02µm
_06297_,6.02µm
_06462_,6.02µm
_07535_,6.02µm
_07897_,6.02µm
_08402_,6.02µm
_08660_,6.02µm
_10124_,6.02µm
mstate\[0\]\[11\],6.02µm
mstate\[109\]\[21\],6.02µm
mstate\[114\]\[12\],6.02µm
mstate\[116\]\[18\],6.02µm
mstate\[121\]\[0\],6.02µm
mstate\[34\]\[8\],6.02µm
mstate\[43\]\[7\],6.02µm
mstate\[58\]\[1\],6.02µm
mstate\[64\]\[15\],6.02µm
mstate\[66\]\[23\],6.02µm
mstate\[96\]\[12\],6.02µm
net3090,6.02µm
net4676,6.02µm
mstate\[53\]\[16\],6.015µm
mstate\[80\]\[26\],6.015µm
mstate\[82\]\[8\],6.015µm
_10561_,6.01µm
net2887,6.01µm
_00014_,6.005µm
_00093_,6.005µm
_00714_,6.005µm
_00828_,6.005µm
_00924_,6.005µm
_01258_,6.005µm
_01474_,6.005µm
_01619_,6.005µm
_01844_,6.005µm
_01926_,6.005µm
_02056_,6.005µm
_02456_,6.005µm
_02624_,6.005µm
_02729_,6.005µm
_02780_,6.005µm
_03291_,6.005µm
_03929_,6.005µm
_03931_,6.005µm
_03997_,6.005µm
_00082_,5.995µm
_03808_,5.995µm
bit_en[23],5.99µm
rst,5.99µm
_00029_,5.985µm
_00964_,5.985µm
_01871_,5.985µm
_02673_,5.985µm
mstate\[17\]\[8\],5.985µm
_02288_,5.98µm
mstate\[27\]\[3\],5.98µm
mstate\[94\]\[20\],5.98µm
net4964,5.98µm
net5490,5.98µm
d_in[23],5.97µm
_00164_,5.965µm
_00549_,5.965µm
_00620_,5.965µm
_00627_,5.965µm
_01092_,5.965µm
_01398_,5.965µm
_01504_,5.965µm
_01569_,5.965µm
_01786_,5.965µm
_01793_,5.965µm
_02116_,5.965µm
_02420_,5.965µm
_02635_,5.965µm
_02799_,5.965µm
_02956_,5.965µm
_02968_,5.965µm
_03028_,5.965µm
_03085_,5.965µm
_03261_,5.965µm
_03274_,5.965µm
_03283_,5.965µm
_03505_,5.965µm
_03509_,5.965µm
_03511_,5.965µm
_03618_,5.965µm
_03658_,5.965µm
_04036_,5.965µm
mstate\[103\]\[21\],5.965µm
mstate\[6\]\[2\],5.965µm
mstate\[97\]\[12\],5.965µm
_00498_,5.96µm
_01556_,5.96µm
_03159_,5.96µm
_04007_,5.96µm
_05839_,5.96µm
_06249_,5.96µm
_09824_,5.96µm
_10078_,5.96µm
_10428_,5.96µm
_10658_,5.96µm
mstate\[121\]\[3\],5.96µm
mstate\[66\]\[12\],5.96µm
net4636,5.96µm
_01348_,5.945µm
mstate\[1\]\[11\],5.945µm
mstate\[27\]\[17\],5.945µm
mstate\[2\]\[11\],5.945µm
mstate\[32\]\[12\],5.945µm
mstate\[41\]\[2\],5.945µm
_05730_,5.94µm
_06593_,5.94µm
_07550_,5.94µm
mstate\[100\]\[0\],5.94µm
mstate\[101\]\[26\],5.94µm
mstate\[101\]\[8\],5.94µm
mstate\[106\]\[21\],5.94µm
mstate\[109\]\[8\],5.94µm
mstate\[10\]\[12\],5.94µm
mstate\[111\]\[22\],5.94µm
mstate\[114\]\[17\],5.94µm
mstate\[115\]\[26\],5.94µm
mstate\[11\]\[4\],5.94µm
mstate\[121\]\[30\],5.94µm
mstate\[123\]\[3\],5.94µm
mstate\[124\]\[10\],5.94µm
mstate\[126\]\[22\],5.94µm
mstate\[16\]\[27\],5.94µm
mstate\[16\]\[9\],5.94µm
mstate\[1\]\[1\],5.94µm
mstate\[1\]\[27\],5.94µm
mstate\[1\]\[2\],5.94µm
mstate\[24\]\[13\],5.94µm
mstate\[27\]\[13\],5.94µm
mstate\[28\]\[0\],5.94µm
mstate\[30\]\[24\],5.94µm
mstate\[31\]\[31\],5.94µm
mstate\[33\]\[22\],5.94µm
mstate\[34\]\[15\],5.94µm
mstate\[36\]\[15\],5.94µm
mstate\[43\]\[0\],5.94µm
mstate\[44\]\[26\],5.94µm
mstate\[46\]\[0\],5.94µm
mstate\[48\]\[28\],5.94µm
mstate\[49\]\[1\],5.94µm
mstate\[52\]\[31\],5.94µm
mstate\[53\]\[3\],5.94µm
mstate\[54\]\[10\],5.94µm
mstate\[54\]\[12\],5.94µm
mstate\[54\]\[18\],5.94µm
mstate\[57\]\[30\],5.94µm
mstate\[57\]\[8\],5.94µm
mstate\[5\]\[18\],5.94µm
mstate\[61\]\[21\],5.94µm
mstate\[62\]\[29\],5.94µm
mstate\[63\]\[30\],5.94µm
mstate\[63\]\[5\],5.94µm
mstate\[65\]\[22\],5.94µm
mstate\[69\]\[7\],5.94µm
mstate\[71\]\[28\],5.94µm
mstate\[79\]\[30\],5.94µm
mstate\[84\]\[2\],5.94µm
mstate\[84\]\[30\],5.94µm
mstate\[86\]\[9\],5.94µm
mstate\[87\]\[7\],5.94µm
mstate\[97\]\[6\],5.94µm
mstate\[9\]\[13\],5.94µm
net5483,5.94µm
_00529_,5.935µm
_04197_,5.92µm
_05442_,5.92µm
addr[5],5.92µm
mstate\[104\]\[2\],5.92µm
mstate\[126\]\[15\],5.92µm
mstate\[15\]\[3\],5.92µm
mstate\[83\]\[31\],5.92µm
net4957,5.91µm
_02947_,5.905µm
_05169_,5.9µm
_05701_,5.9µm
_06015_,5.9µm
_07879_,5.9µm
_08494_,5.9µm
_09847_,5.9µm
_10319_,5.9µm
mstate\[104\]\[14\],5.9µm
mstate\[7\]\[15\],5.9µm
_01972_,5.895µm
_03981_,5.895µm
net5907,5.89µm
net3305,5.885µm
_00545_,5.865µm
_00996_,5.865µm
_01945_,5.865µm
_05607_,5.86µm
_05613_,5.86µm
_06042_,5.86µm
_06213_,5.86µm
_06848_,5.86µm
_07301_,5.86µm
_07310_,5.86µm
_07593_,5.86µm
_07732_,5.86µm
_07796_,5.86µm
_07960_,5.86µm
_07985_,5.86µm
_08035_,5.86µm
_08067_,5.86µm
_08120_,5.86µm
_08178_,5.86µm
_08214_,5.86µm
_08244_,5.86µm
_08464_,5.86µm
_08737_,5.86µm
_09301_,5.86µm
net3004,5.86µm
net3175,5.86µm
net3427,5.86µm
net3768,5.86µm
net4014,5.86µm
net4028,5.86µm
net4385,5.86µm
net4600,5.86µm
net4795,5.86µm
net4965,5.86µm
_01966_,5.845µm
_03264_,5.845µm
_01859_,5.84µm
_02103_,5.84µm
_03201_,5.84µm
_04409_,5.84µm
_04423_,5.84µm
_05473_,5.84µm
_05617_,5.84µm
_05619_,5.84µm
_05662_,5.84µm
_05739_,5.84µm
_05760_,5.84µm
_05802_,5.84µm
_05825_,5.84µm
_05859_,5.84µm
_05860_,5.84µm
_05986_,5.84µm
_06052_,5.84µm
_06168_,5.84µm
_06185_,5.84µm
_06198_,5.84µm
_06212_,5.84µm
_06219_,5.84µm
_06234_,5.84µm
_06251_,5.84µm
_06310_,5.84µm
_06363_,5.84µm
_06469_,5.84µm
_06493_,5.84µm
_06574_,5.84µm
_06578_,5.84µm
_06729_,5.84µm
_06745_,5.84µm
_06898_,5.84µm
_06910_,5.84µm
_07035_,5.84µm
_07099_,5.84µm
_07107_,5.84µm
_07138_,5.84µm
_07246_,5.84µm
_07346_,5.84µm
_07371_,5.84µm
_07403_,5.84µm
_07612_,5.84µm
_07735_,5.84µm
_07805_,5.84µm
_07819_,5.84µm
_08063_,5.84µm
_08231_,5.84µm
_08256_,5.84µm
_08298_,5.84µm
_08320_,5.84µm
_08366_,5.84µm
_08437_,5.84µm
_08544_,5.84µm
_08554_,5.84µm
_08668_,5.84µm
_08714_,5.84µm
_08756_,5.84µm
_08780_,5.84µm
_08831_,5.84µm
_08853_,5.84µm
_08886_,5.84µm
_08920_,5.84µm
_08943_,5.84µm
_09052_,5.84µm
_09300_,5.84µm
_09375_,5.84µm
_09493_,5.84µm
_09839_,5.84µm
_09932_,5.84µm
_10019_,5.84µm
_10270_,5.84µm
mstate\[120\]\[13\],5.84µm
mstate\[123\]\[5\],5.84µm
mstate\[19\]\[18\],5.84µm
mstate\[28\]\[7\],5.84µm
mstate\[48\]\[20\],5.84µm
mstate\[86\]\[18\],5.84µm
mstate\[86\]\[19\],5.84µm
mstate\[90\]\[27\],5.84µm
mstate\[99\]\[16\],5.84µm
net2933,5.84µm
net3052,5.84µm
net3146,5.84µm
net3187,5.84µm
net3312,5.84µm
net3357,5.84µm
net3537,5.84µm
net3539,5.84µm
net3700,5.84µm
net3970,5.84µm
net4034,5.84µm
net4045,5.84µm
net4292,5.84µm
net4346,5.84µm
net4530,5.84µm
net4624,5.84µm
net4789,5.84µm
net4860,5.84µm
net5209,5.84µm
net5303,5.84µm
net5551,5.84µm
net5615,5.84µm
net5665,5.84µm
net5791,5.84µm
net5882,5.84µm
net5964,5.84µm
net6086,5.84µm
_04072_,5.825µm
mstate\[112\]\[0\],5.825µm
_07372_,5.82µm
mstate\[10\]\[29\],5.82µm
mstate\[28\]\[6\],5.82µm
mstate\[66\]\[20\],5.82µm
mstate\[81\]\[19\],5.82µm
mstate\[98\]\[13\],5.82µm
mstate\[98\]\[26\],5.82µm
mstate\[98\]\[4\],5.82µm
_04076_,5.815µm
mstate\[90\]\[3\],5.815µm
_05374_,5.81µm
_04373_,5.8µm
_04405_,5.8µm
_04564_,5.8µm
_04608_,5.8µm
_04661_,5.8µm
_04796_,5.8µm
_04915_,5.8µm
_04980_,5.8µm
_05043_,5.8µm
_05280_,5.8µm
_05327_,5.8µm
_05823_,5.8µm
_05893_,5.8µm
_05995_,5.8µm
_06095_,5.8µm
_06419_,5.8µm
_06456_,5.8µm
_06460_,5.8µm
_06488_,5.8µm
_06505_,5.8µm
_06612_,5.8µm
_06616_,5.8µm
_06664_,5.8µm
_06678_,5.8µm
_06749_,5.8µm
_06787_,5.8µm
_07082_,5.8µm
_07166_,5.8µm
_07559_,5.8µm
_07594_,5.8µm
_07688_,5.8µm
_07708_,5.8µm
_07713_,5.8µm
_07736_,5.8µm
_07793_,5.8µm
_07829_,5.8µm
_08329_,5.8µm
_08330_,5.8µm
_08333_,5.8µm
_08433_,5.8µm
_08533_,5.8µm
_08546_,5.8µm
_08675_,5.8µm
_08676_,5.8µm
_08778_,5.8µm
_08949_,5.8µm
_09206_,5.8µm
_09260_,5.8µm
_09339_,5.8µm
_09426_,5.8µm
_09436_,5.8µm
_09481_,5.8µm
_09496_,5.8µm
_10105_,5.8µm
_10126_,5.8µm
_10557_,5.8µm
_10767_,5.8µm
_10793_,5.8µm
_10839_,5.8µm
bit_en[11],5.8µm
mstate\[102\]\[5\],5.8µm
mstate\[109\]\[15\],5.8µm
mstate\[125\]\[2\],5.8µm
mstate\[96\]\[25\],5.8µm
net2914,5.8µm
net2925,5.8µm
net2966,5.8µm
net3049,5.8µm
net3073,5.8µm
net3087,5.8µm
net3334,5.8µm
net3450,5.8µm
net3487,5.8µm
net3556,5.8µm
net3773,5.8µm
net3855,5.8µm
net3905,5.8µm
net3983,5.8µm
net4090,5.8µm
net4255,5.8µm
net4448,5.8µm
net4511,5.8µm
net4526,5.8µm
net4777,5.8µm
net4968,5.8µm
net5026,5.8µm
net5412,5.8µm
net5421,5.8µm
net5513,5.8µm
net5720,5.8µm
net5833,5.8µm
net5925,5.8µm
net6082,5.8µm
mstate\[67\]\[7\],5.795µm
_04669_,5.78µm
mstate\[97\]\[29\],5.78µm
net5302,5.78µm
_00750_,5.775µm
mstate\[100\]\[19\],5.775µm
mstate\[57\]\[26\],5.775µm
_00180_,5.765µm
_00257_,5.765µm
_00412_,5.765µm
_00518_,5.765µm
_01414_,5.765µm
_01507_,5.765µm
_01534_,5.765µm
_02142_,5.765µm
_02506_,5.765µm
_03080_,5.765µm
_03270_,5.765µm
_03523_,5.765µm
_03916_,5.765µm
_04045_,5.765µm
d_out[2],5.75µm
d_out[31],5.75µm
d_out[5],5.75µm
_00514_,5.745µm
_01597_,5.745µm
_03701_,5.745µm
mstate\[11\]\[13\],5.745µm
mstate\[67\]\[31\],5.745µm
_03219_,5.74µm
_04530_,5.74µm
_04732_,5.74µm
_04765_,5.74µm
_05838_,5.74µm
_06509_,5.74µm
_07106_,5.74µm
_07148_,5.74µm
_07381_,5.74µm
_07751_,5.74µm
_08587_,5.74µm
_08798_,5.74µm
_09462_,5.74µm
_09468_,5.74µm
_10123_,5.74µm
_10312_,5.74µm
_10997_,5.74µm
_11139_,5.74µm
mstate\[110\]\[25\],5.74µm
mstate\[15\]\[13\],5.74µm
mstate\[37\]\[19\],5.74µm
mstate\[73\]\[19\],5.74µm
_01304_,5.725µm
_01416_,5.725µm
_01442_,5.725µm
_01809_,5.725µm
_01845_,5.725µm
_01891_,5.725µm
_01921_,5.725µm
_02340_,5.725µm
_02457_,5.725µm
_02622_,5.725µm
_03308_,5.725µm
_03388_,5.725µm
_03623_,5.725µm
_03645_,5.725µm
_03992_,5.725µm
mstate\[15\]\[9\],5.725µm
mstate\[82\]\[11\],5.725µm
mstate\[9\]\[25\],5.725µm
_04478_,5.72µm
_04666_,5.72µm
_04777_,5.72µm
_05704_,5.72µm
_05722_,5.72µm
_05785_,5.72µm
_06070_,5.72µm
_06166_,5.72µm
_06418_,5.72µm
_06520_,5.72µm
_06526_,5.72µm
_06535_,5.72µm
_06748_,5.72µm
_06901_,5.72µm
_06914_,5.72µm
_06920_,5.72µm
_06925_,5.72µm
_07206_,5.72µm
_07360_,5.72µm
_07413_,5.72µm
_07503_,5.72µm
_07748_,5.72µm
_07774_,5.72µm
_07794_,5.72µm
_07854_,5.72µm
_07866_,5.72µm
_07956_,5.72µm
_08053_,5.72µm
_08092_,5.72µm
_08272_,5.72µm
_08397_,5.72µm
_08715_,5.72µm
_08758_,5.72µm
_08979_,5.72µm
_09003_,5.72µm
_09070_,5.72µm
_09287_,5.72µm
_09311_,5.72µm
_09348_,5.72µm
_09399_,5.72µm
_09430_,5.72µm
_10525_,5.72µm
mstate\[107\]\[27\],5.72µm
mstate\[115\]\[7\],5.72µm
mstate\[124\]\[7\],5.72µm
mstate\[32\]\[7\],5.72µm
mstate\[35\]\[28\],5.72µm
mstate\[51\]\[14\],5.72µm
mstate\[57\]\[13\],5.72µm
mstate\[71\]\[7\],5.72µm
mstate\[76\]\[13\],5.72µm
mstate\[80\]\[27\],5.72µm
mstate\[92\]\[28\],5.72µm
mstate\[96\]\[30\],5.72µm
net3063,5.72µm
net3453,5.72µm
net3523,5.72µm
net3655,5.72µm
net3877,5.72µm
net4151,5.72µm
net4152,5.72µm
net4633,5.72µm
net4784,5.72µm
net4840,5.72µm
net4915,5.72µm
net5004,5.72µm
net5660,5.72µm
net5700,5.72µm
net5855,5.72µm
net5867,5.72µm
net4010,5.71µm
_00436_,5.705µm
_01487_,5.705µm
_03779_,5.705µm
mstate\[13\]\[12\],5.705µm
_05717_,5.7µm
_07493_,5.7µm
_08374_,5.7µm
_09063_,5.7µm
mstate\[58\]\[14\],5.7µm
mstate\[68\]\[26\],5.7µm
net3386,5.7µm
_04353_,5.68µm
_04415_,5.68µm
_04602_,5.68µm
_04610_,5.68µm
_04728_,5.68µm
_04729_,5.68µm
_04792_,5.68µm
_04880_,5.68µm
_05113_,5.68µm
_05509_,5.68µm
_05682_,5.68µm
_05777_,5.68µm
_05796_,5.68µm
_05958_,5.68µm
_06023_,5.68µm
_06260_,5.68µm
_06303_,5.68µm
_06309_,5.68µm
_06410_,5.68µm
_06498_,5.68µm
_06620_,5.68µm
_06648_,5.68µm
_06674_,5.68µm
_06697_,5.68µm
_06750_,5.68µm
_06835_,5.68µm
_06891_,5.68µm
_06990_,5.68µm
_06997_,5.68µm
_07011_,5.68µm
_07044_,5.68µm
_07083_,5.68µm
_07095_,5.68µm
_07097_,5.68µm
_07326_,5.68µm
_07365_,5.68µm
_07368_,5.68µm
_07377_,5.68µm
_07379_,5.68µm
_07389_,5.68µm
_07415_,5.68µm
_07517_,5.68µm
_07626_,5.68µm
_07699_,5.68µm
_07702_,5.68µm
_07747_,5.68µm
_07878_,5.68µm
_07939_,5.68µm
_07977_,5.68µm
_08093_,5.68µm
_08181_,5.68µm
_08261_,5.68µm
_08275_,5.68µm
_08388_,5.68µm
_08430_,5.68µm
_08466_,5.68µm
_08535_,5.68µm
_08572_,5.68µm
_08574_,5.68µm
_08589_,5.68µm
_08595_,5.68µm
_08602_,5.68µm
_08684_,5.68µm
_08770_,5.68µm
_08781_,5.68µm
_08783_,5.68µm
_08959_,5.68µm
_09026_,5.68µm
_09098_,5.68µm
_09120_,5.68µm
_09196_,5.68µm
_09215_,5.68µm
_09216_,5.68µm
_09228_,5.68µm
_09357_,5.68µm
_09392_,5.68µm
_09433_,5.68µm
_10427_,5.68µm
_10596_,5.68µm
_10628_,5.68µm
_10983_,5.68µm
_11189_,5.68µm
mstate\[100\]\[28\],5.68µm
mstate\[107\]\[5\],5.68µm
mstate\[114\]\[26\],5.68µm
mstate\[124\]\[18\],5.68µm
mstate\[14\]\[26\],5.68µm
mstate\[30\]\[29\],5.68µm
mstate\[34\]\[24\],5.68µm
mstate\[3\]\[3\],5.68µm
mstate\[45\]\[24\],5.68µm
mstate\[53\]\[15\],5.68µm
mstate\[5\]\[29\],5.68µm
mstate\[73\]\[24\],5.68µm
mstate\[77\]\[3\],5.68µm
mstate\[77\]\[4\],5.68µm
net2891,5.68µm
net2998,5.68µm
net3036,5.68µm
net3374,5.68µm
net3461,5.68µm
net3649,5.68µm
net3756,5.68µm
net3766,5.68µm
net3839,5.68µm
net3908,5.68µm
net3979,5.68µm
net4195,5.68µm
net4304,5.68µm
net4586,5.68µm
net4818,5.68µm
net5152,5.68µm
net5155,5.68µm
net5165,5.68µm
net5538,5.68µm
net5589,5.68µm
net5914,5.68µm
net5981,5.68µm
net5999,5.68µm
net6030,5.68µm
_07453_,5.67µm
_02380_,5.665µm
mstate\[103\]\[12\],5.66µm
mstate\[103\]\[5\],5.66µm
mstate\[108\]\[24\],5.66µm
mstate\[10\]\[28\],5.66µm
bit_en[18],5.65µm
bit_en[19],5.65µm
_00557_,5.645µm
_00614_,5.645µm
_00663_,5.645µm
_01048_,5.645µm
_01704_,5.645µm
_01822_,5.645µm
_02443_,5.645µm
_02511_,5.645µm
net4305,5.63µm
_00264_,5.625µm
_00402_,5.625µm
_00687_,5.625µm
_01577_,5.625µm
_02638_,5.625µm
_03231_,5.625µm
mstate\[53\]\[27\],5.625µm
_00059_,5.62µm
_01050_,5.62µm
_02007_,5.62µm
_03245_,5.62µm
_05096_,5.62µm
_05326_,5.62µm
_05856_,5.62µm
_07726_,5.62µm
_08415_,5.62µm
mstate\[25\]\[31\],5.62µm
net3086,5.62µm
net5126,5.62µm
_00467_,5.605µm
_01268_,5.605µm
_02938_,5.605µm
_03708_,5.605µm
mstate\[13\]\[9\],5.605µm
mstate\[15\]\[17\],5.605µm
mstate\[61\]\[23\],5.605µm
_03745_,5.6µm
_04125_,5.6µm
_04528_,5.6µm
_05528_,5.6µm
_05803_,5.6µm
_06240_,5.6µm
_06561_,5.6µm
_06734_,5.6µm
_06980_,5.6µm
_07336_,5.6µm
_07572_,5.6µm
_07846_,5.6µm
_07861_,5.6µm
_08488_,5.6µm
_08805_,5.6µm
_09084_,5.6µm
_09530_,5.6µm
_10676_,5.6µm
mstate\[0\]\[4\],5.6µm
mstate\[111\]\[24\],5.6µm
mstate\[125\]\[27\],5.6µm
mstate\[125\]\[7\],5.6µm
mstate\[1\]\[5\],5.6µm
mstate\[33\]\[31\],5.6µm
mstate\[35\]\[14\],5.6µm
mstate\[38\]\[17\],5.6µm
mstate\[58\]\[11\],5.6µm
mstate\[61\]\[27\],5.6µm
mstate\[69\]\[1\],5.6µm
mstate\[72\]\[6\],5.6µm
mstate\[75\]\[6\],5.6µm
mstate\[85\]\[16\],5.6µm
mstate\[93\]\[6\],5.6µm
mstate\[97\]\[11\],5.6µm
net4011,5.6µm
net4173,5.6µm
net4647,5.6µm
net4894,5.6µm
net5730,5.6µm
_00061_,5.585µm
_03495_,5.585µm
_00493_,5.58µm
_00494_,5.58µm
_00617_,5.58µm
_01358_,5.58µm
_02079_,5.58µm
_02836_,5.58µm
_03238_,5.58µm
_03305_,5.58µm
_05400_,5.58µm
_05467_,5.58µm
_06534_,5.58µm
_06699_,5.58µm
_08267_,5.58µm
mstate\[31\]\[18\],5.58µm
_01791_,5.575µm
mstate\[86\]\[26\],5.565µm
mstate\[98\]\[5\],5.565µm
_04142_,5.56µm
_06907_,5.56µm
mstate\[101\]\[3\],5.56µm
mstate\[124\]\[15\],5.56µm
mstate\[30\]\[1\],5.56µm
mstate\[7\]\[10\],5.56µm
net3105,5.56µm
net3117,5.56µm
mstate\[97\]\[17\],5.555µm
_00206_,5.545µm
_00221_,5.545µm
_00346_,5.545µm
_00563_,5.545µm
_00661_,5.545µm
_00665_,5.545µm
_00829_,5.545µm
_01079_,5.545µm
_01492_,5.545µm
_02707_,5.545µm
_03823_,5.545µm
_03851_,5.545µm
net2930,5.53µm
_00040_,5.525µm
_02790_,5.525µm
_04277_,5.525µm
_04328_,5.52µm
net3520,5.52µm
net4478,5.52µm
net4544,5.52µm
net5441,5.52µm
net5913,5.52µm
_00223_,5.505µm
_00316_,5.505µm
_00416_,5.505µm
_00697_,5.505µm
_00874_,5.505µm
_01064_,5.505µm
_01330_,5.505µm
_01444_,5.505µm
_01528_,5.505µm
_01588_,5.505µm
_01705_,5.505µm
_01881_,5.505µm
_02710_,5.505µm
_02944_,5.505µm
_03633_,5.505µm
_03640_,5.505µm
_03661_,5.505µm
_03911_,5.505µm
_04022_,5.505µm
_04054_,5.505µm
_01825_,5.5µm
_02139_,5.5µm
_02427_,5.5µm
_05502_,5.5µm
_07094_,5.5µm
_08348_,5.5µm
_09708_,5.5µm
mstate\[108\]\[11\],5.485µm
mstate\[10\]\[18\],5.485µm
_02475_,5.48µm
_03353_,5.48µm
_04196_,5.48µm
_07563_,5.48µm
_09093_,5.48µm
_10400_,5.48µm
mstate\[100\]\[4\],5.48µm
mstate\[107\]\[19\],5.48µm
mstate\[111\]\[30\],5.48µm
mstate\[112\]\[3\],5.48µm
mstate\[16\]\[20\],5.48µm
mstate\[18\]\[25\],5.48µm
mstate\[23\]\[31\],5.48µm
mstate\[28\]\[20\],5.48µm
mstate\[28\]\[23\],5.48µm
mstate\[36\]\[1\],5.48µm
mstate\[36\]\[23\],5.48µm
mstate\[38\]\[25\],5.48µm
mstate\[47\]\[7\],5.48µm
mstate\[48\]\[22\],5.48µm
mstate\[50\]\[1\],5.48µm
mstate\[52\]\[14\],5.48µm
mstate\[62\]\[21\],5.48µm
mstate\[68\]\[31\],5.48µm
mstate\[73\]\[1\],5.48µm
mstate\[86\]\[24\],5.48µm
mstate\[99\]\[11\],5.48µm
net5585,5.48µm
net5926,5.48µm
_01437_,5.475µm
_06836_,5.475µm
_03519_,5.46µm
_04895_,5.46µm
d_in[16],5.46µm
mstate\[103\]\[0\],5.46µm
mstate\[35\]\[19\],5.46µm
mstate\[49\]\[10\],5.46µm
mstate\[49\]\[26\],5.46µm
mstate\[75\]\[22\],5.46µm
mstate\[80\]\[18\],5.46µm
_02839_,5.455µm
_03637_,5.455µm
net3367,5.45µm
net4205,5.45µm
_01076_,5.445µm
_01745_,5.445µm
_01991_,5.445µm
_02662_,5.445µm
_08221_,5.44µm
_09763_,5.44µm
_10196_,5.44µm
_00728_,5.435µm
_00942_,5.435µm
_03115_,5.435µm
_03404_,5.435µm
_03972_,5.435µm
_01149_,5.425µm
_03481_,5.425µm
_03582_,5.425µm
_08039_,5.41µm
net4480,5.41µm
_00136_,5.405µm
_00399_,5.405µm
_00934_,5.405µm
_01493_,5.405µm
_02733_,5.405µm
_03089_,5.405µm
_04590_,5.4µm
_04670_,5.4µm
_07053_,5.4µm
_07203_,5.4µm
_07241_,5.4µm
_07255_,5.4µm
_08218_,5.4µm
_08408_,5.4µm
_09124_,5.4µm
_09434_,5.4µm
_09573_,5.4µm
mstate\[106\]\[23\],5.4µm
mstate\[64\]\[7\],5.4µm
net3042,5.4µm
net3054,5.4µm
net4099,5.4µm
net4106,5.4µm
net4549,5.4µm
net4841,5.4µm
net4861,5.4µm
net4996,5.4µm
net5320,5.4µm
net5733,5.4µm
_00269_,5.385µm
_00588_,5.385µm
_03590_,5.385µm
mstate\[19\]\[0\],5.385µm
mstate\[28\]\[24\],5.385µm
mstate\[88\]\[12\],5.385µm
_04395_,5.38µm
_04593_,5.38µm
_04650_,5.38µm
_04788_,5.38µm
_04999_,5.38µm
_05168_,5.38µm
_05173_,5.38µm
_05248_,5.38µm
_05303_,5.38µm
_05386_,5.38µm
_05388_,5.38µm
_05392_,5.38µm
_05538_,5.38µm
_05651_,5.38µm
_05917_,5.38µm
_05950_,5.38µm
_06064_,5.38µm
_06200_,5.38µm
_06331_,5.38µm
_06372_,5.38µm
_06391_,5.38µm
_06395_,5.38µm
_06503_,5.38µm
_06585_,5.38µm
_06589_,5.38µm
_06675_,5.38µm
_06764_,5.38µm
_06769_,5.38µm
_06933_,5.38µm
_07016_,5.38µm
_07220_,5.38µm
_07262_,5.38µm
_07304_,5.38µm
_07387_,5.38µm
_07410_,5.38µm
_07482_,5.38µm
_07553_,5.38µm
_07618_,5.38µm
_07648_,5.38µm
_07714_,5.38µm
_07725_,5.38µm
_07763_,5.38µm
_07838_,5.38µm
_07997_,5.38µm
_08052_,5.38µm
_08059_,5.38µm
_08140_,5.38µm
_08143_,5.38µm
_08189_,5.38µm
_08204_,5.38µm
_08217_,5.38µm
_08283_,5.38µm
_08318_,5.38µm
_08342_,5.38µm
_08344_,5.38µm
_08383_,5.38µm
_08465_,5.38µm
_08517_,5.38µm
_08531_,5.38µm
_08545_,5.38µm
_08661_,5.38µm
_08680_,5.38µm
_08688_,5.38µm
_08764_,5.38µm
_08790_,5.38µm
_08839_,5.38µm
_08861_,5.38µm
_09101_,5.38µm
_09122_,5.38µm
_09151_,5.38µm
_09180_,5.38µm
_09220_,5.38µm
_09286_,5.38µm
_09302_,5.38µm
_09323_,5.38µm
_09334_,5.38µm
_09369_,5.38µm
_10094_,5.38µm
_10103_,5.38µm
_10775_,5.38µm
_10835_,5.38µm
mstate\[102\]\[4\],5.38µm
mstate\[108\]\[6\],5.38µm
mstate\[116\]\[9\],5.38µm
mstate\[31\]\[25\],5.38µm
mstate\[70\]\[11\],5.38µm
mstate\[71\]\[19\],5.38µm
mstate\[74\]\[0\],5.38µm
mstate\[79\]\[12\],5.38µm
mstate\[86\]\[5\],5.38µm
mstate\[87\]\[14\],5.38µm
net45,5.38µm
net2867,5.38µm
net2965,5.38µm
net3037,5.38µm
net3075,5.38µm
net3138,5.38µm
net3195,5.38µm
net3236,5.38µm
net3259,5.38µm
net3471,5.38µm
net3837,5.38µm
net4200,5.38µm
net4228,5.38µm
net4281,5.38µm
net4313,5.38µm
net4620,5.38µm
net4712,5.38µm
net4816,5.38µm
net4872,5.38µm
net4946,5.38µm
net5279,5.38µm
net5310,5.38µm
net5751,5.38µm
net5834,5.38µm
net6012,5.38µm
net6056,5.38µm
net6069,5.38µm
net4719,5.37µm
_00621_,5.365µm
_00900_,5.365µm
_02521_,5.365µm
mstate\[36\]\[26\],5.365µm
_07320_,5.36µm
_08278_,5.36µm
_09395_,5.36µm
